
INFO 	2016-04-06 11:13:12 	[trim_reads_trimmomatic] 	paths to read1 saved to metadata database
INFO 	2016-04-06 11:13:12 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-04-06 11:13:12 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-04-06 11:13:12 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-04-06 11:38:10 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-04-06 11:38:10 	[trim_reads_trimmomatic] 	reads after trimming = 71414841
INFO 	2016-04-06 11:38:26 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-04-06 11:38:26 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/chipseq/samples/gv_021_01_01_chipseq/fastqs_processed/trimmomatic/single_end
TIME 	2016-04-06 11:38:26 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 1547

INFO 	2016-04-06 11:38:27 	[align_bwa] 	align single-end reads with BWA
INFO 	2016-04-06 11:38:27 	[align_bwa] 	alignments are converted to BAM, sorted by genomic coordinates and multi-mappings filtered out
[main] Version: 0.7.12-r1039
[main] CMD: /software/mb/el6.3/bwa/bwa-0.7.12/bwa mem -t 8 -M -R @RG\tID:'gv_021_01_01_chipseq'\tLB:'gv_021_01_01_chipseq'\tPL:illumina\tPU:'gv_021_01_01_chipseq'\tSM:'gv_021_01_01_chipseq' -v 0 /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv.fa /users/GR/mb/jquilez/data/chipseq/samples/gv_021_01_01_chipseq/fastqs_processed/trimmomatic/single_end/gv_021_01_01_chipseq_read1.fastq.gz
[main] Real time: 3166.702 sec; CPU: 24345.942 sec
[bam_sort_core] merging from 33 files...
INFO 	2016-04-06 12:52:20 	[align_bwa] 	reads aligned = 71414853
INFO 	2016-04-06 12:52:20 	[align_bwa] 	reads unique = 59108890
INFO 	2016-04-06 12:52:23 	[align_bwa] 	path to genome sequence FASTA and number of (uniquely) aligned reads added to metadata
TIME 	2016-04-06 12:52:35 	[align_bwa] 	step time for completion (seconds) = 4448

