
INFO 	2016-03-11 10:17:12 	[add_to_metadata] 	-t <table>, -s <sample_id>, -u <time_stamp> -a <attribute> and or -v <value> are not provided; exiting...
INFO 	2016-03-11 10:17:12 	[add_to_metadata] 	t=chipseq s=gv_006_01_01_chipseq u=2016-03-11-10-16 a=PATH_JOB_FILE v=
INFO 	2016-03-11 10:17:51 	[trim_reads_trimmomatic] 	paths to read1 saved to metadata database
INFO 	2016-03-11 10:17:51 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-03-11 10:17:51 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-03-11 10:17:51 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-03-11 10:49:26 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-03-11 10:49:26 	[trim_reads_trimmomatic] 	reads after trimming = 81751721
INFO 	2016-03-11 10:49:42 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-03-11 10:49:42 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/chipseq/samples/gv_006_01_01_chipseq/fastqs_processed/trimmomatic/single_end
TIME 	2016-03-11 10:49:42 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 1950

INFO 	2016-03-11 10:49:43 	[align_bwa] 	align single-end reads with BWA
INFO 	2016-03-11 10:49:43 	[align_bwa] 	alignments are converted to BAM, sorted by genomic coordinates and multi-mappings filtered out
[main] Version: 0.7.12-r1039
[main] CMD: /software/mb/el6.3/bwa/bwa-0.7.12/bwa mem -t 8 -M -R @RG\tID:'gv_006_01_01_chipseq'\tLB:'gv_006_01_01_chipseq'\tPL:illumina\tPU:'gv_006_01_01_chipseq'\tSM:'gv_006_01_01_chipseq' -v 0 /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv.fa /users/GR/mb/jquilez/data/chipseq/samples/gv_006_01_01_chipseq/fastqs_processed/trimmomatic/single_end/gv_006_01_01_chipseq_read1.fastq.gz
[main] Real time: 3233.095 sec; CPU: 24528.176 sec
[bam_sort_core] merging from 39 files...
INFO 	2016-03-11 12:09:25 	[align_bwa] 	reads aligned = 81751937
INFO 	2016-03-11 12:09:25 	[align_bwa] 	reads unique = 71194124
INFO 	2016-03-11 12:09:30 	[align_bwa] 	path to genome sequence FASTA and number of (uniquely) aligned reads added to metadata
TIME 	2016-03-11 12:09:45 	[align_bwa] 	step time for completion (seconds) = 4802

INFO 	2016-03-11 12:09:46 	[make_tag_directory] 	converting BAM to BED --required for making tag directory
INFO 	2016-03-11 12:13:30 	[make_tag_directory] 	make tag directory with HOMER
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	parse step log to extract generated metadata
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	estimated genome size = 3029990951
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	estimated average read density per bp = 0.023496
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	total tags = 71194124.0
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	total_positions = 60479063
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	avg. tag length = 48.8
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	median tags per position = 1
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	avg. tags per position = 1.177
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	fragment length estimate = 209
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	peak width estimate = 101
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	autocorrelation: same strand fold enrichment = 1.3
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	autocorrelation: diff strand fold enrichment = 1.3
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	autocorrelation: same-to-diff strand fold enrichment = 1.0
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	avg. fragment GC% = 38.84
INFO 	2016-03-11 12:27:18 	[make_tag_directory] 	avg. expected GC% = 40.59
INFO 	2016-03-11 12:27:36 	[make_tag_directory] 	ChIP-seq metrics calculated with Homer added to metadata
TIME 	2016-03-11 12:27:36 	[make_tag_directory] 	step time for completion (seconds) = 1070

INFO 	2016-03-11 12:27:37 	[make_bigbed] 	make BigBed file
TIME 	2016-03-11 12:30:17 	[make_bigbed] 	step time for completion (seconds) = 160

INFO 	2016-03-11 12:30:18 	[calculate_rpms] 	generate reads pe million profile (RPM) fragment profile
INFO 	2016-03-11 12:30:18 	[calculate_rpms] 	get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-03-11 12:30:18 	[calculate_rpms] 	fragment length estimate = 209
INFO 	2016-03-11 12:30:18 	[calculate_rpms] 	fragment length correction = 209
INFO 	2016-03-11 12:30:18 	[calculate_rpms] 	the correction will be used if the estimate is not reliable
TIME 	2016-03-11 13:36:34 	[calculate_rpms] 	step time for completion (seconds) = 3976

INFO 	2016-03-11 13:36:36 	[call_peaks] 	Get fragment length estimate (l) as calculated in the 'make_tag_directory' step
