
INFO 	2016-06-03 17:39:46 	[quantification_featurecounts] 	quantifying read counts per gene using featureCounts
INFO 	2016-06-03 17:39:46 	[quantification_featurecounts] 	using gene models from /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38/gencode/gencode.v24.annotation.gtf
INFO 	2016-06-03 17:39:46 	[quantification_featurecounts] 	kallisto (transcripts) and featurecounts (genes) quantifications are not directly comparable
INFO 	2016-06-03 17:39:46 	[quantification_featurecounts] 	even if the *_mmtv version of the assembly is used, gene/transcript models are the same as for *
INFO 	2016-06-03 17:39:46 	[quantification_featurecounts] 	sequencing type is PE so fragments are counted
INFO 	2016-06-03 17:53:05 	[quantification_featurecounts] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/rf_024_01_01_rnaseq/quantifications/featurecounts/hg38_mmtv/paired_end
INFO 	2016-06-03 17:53:05 	[quantification_featurecounts] 	parse step log to extract generated metadata
INFO 	2016-06-03 17:53:05 	[quantification_featurecounts] 	total fragments = 30855661
INFO 	2016-06-03 17:53:05 	[quantification_featurecounts] 	percentage fragments assigned = 70.10835710179730066388
INFO 	2016-06-03 17:53:05 	[quantification_featurecounts] 	percentage fragments ambiguous = 1.69164096014666482108
INFO 	2016-06-03 17:53:05 	[quantification_featurecounts] 	percentage fragments multi-mapping = 15.53045971045637298128
INFO 	2016-06-03 17:53:05 	[quantification_featurecounts] 	percentage fragments no features = 12.66954222759966153374
TIME 	2016-06-03 17:53:22 	[quantification_featurecounts] 	step time for completion (seconds) = 816


INFO 	2016-06-03 17:53:23 	[pipeline] 	completed successfully
TIME 	2016-06-03 17:53:23 	[pipeline] 	total time for completion (seconds) = 838

