
INFO 	2016-06-03 17:40:28 	[quantification_featurecounts] 	quantifying read counts per gene using featureCounts
INFO 	2016-06-03 17:40:28 	[quantification_featurecounts] 	using gene models from /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38/gencode/gencode.v24.annotation.gtf
INFO 	2016-06-03 17:40:28 	[quantification_featurecounts] 	kallisto (transcripts) and featurecounts (genes) quantifications are not directly comparable
INFO 	2016-06-03 17:40:28 	[quantification_featurecounts] 	even if the *_mmtv version of the assembly is used, gene/transcript models are the same as for *
INFO 	2016-06-03 17:40:28 	[quantification_featurecounts] 	sequencing type is PE so fragments are counted
INFO 	2016-06-03 17:53:58 	[quantification_featurecounts] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/rf_018_01_01_rnaseq/quantifications/featurecounts/hg38_mmtv/paired_end
INFO 	2016-06-03 17:53:58 	[quantification_featurecounts] 	parse step log to extract generated metadata
INFO 	2016-06-03 17:53:58 	[quantification_featurecounts] 	total fragments = 28514748
INFO 	2016-06-03 17:53:58 	[quantification_featurecounts] 	percentage fragments assigned = 72.92736376277987797752
INFO 	2016-06-03 17:53:58 	[quantification_featurecounts] 	percentage fragments ambiguous = 1.79340178633176067345
INFO 	2016-06-03 17:53:58 	[quantification_featurecounts] 	percentage fragments multi-mapping = 13.14017574344335780207
INFO 	2016-06-03 17:53:58 	[quantification_featurecounts] 	percentage fragments no features = 12.13905870744500354693
TIME 	2016-06-03 17:54:13 	[quantification_featurecounts] 	step time for completion (seconds) = 825


INFO 	2016-06-03 17:54:18 	[pipeline] 	completed successfully
TIME 	2016-06-03 17:54:18 	[pipeline] 	total time for completion (seconds) = 854

