
INFO 	2016-06-03 17:40:43 	[quantification_featurecounts] 	quantifying read counts per gene using featureCounts
INFO 	2016-06-03 17:40:43 	[quantification_featurecounts] 	using gene models from /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38/gencode/gencode.v24.annotation.gtf
INFO 	2016-06-03 17:40:43 	[quantification_featurecounts] 	kallisto (transcripts) and featurecounts (genes) quantifications are not directly comparable
INFO 	2016-06-03 17:40:43 	[quantification_featurecounts] 	even if the *_mmtv version of the assembly is used, gene/transcript models are the same as for *
INFO 	2016-06-03 17:40:43 	[quantification_featurecounts] 	sequencing type is PE so fragments are counted
INFO 	2016-06-03 18:04:13 	[quantification_featurecounts] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/rf_021_01_01_rnaseq/quantifications/featurecounts/hg38_mmtv/paired_end
INFO 	2016-06-03 18:04:13 	[quantification_featurecounts] 	parse step log to extract generated metadata
INFO 	2016-06-03 18:04:13 	[quantification_featurecounts] 	total fragments = 65452598
INFO 	2016-06-03 18:04:13 	[quantification_featurecounts] 	percentage fragments assigned = 67.04101798984358115166
INFO 	2016-06-03 18:04:13 	[quantification_featurecounts] 	percentage fragments ambiguous = 1.74654335340516200747
INFO 	2016-06-03 18:04:13 	[quantification_featurecounts] 	percentage fragments multi-mapping = 17.30648797164628973169
INFO 	2016-06-03 18:04:13 	[quantification_featurecounts] 	percentage fragments no features = 13.90595068510496710917
TIME 	2016-06-03 18:04:20 	[quantification_featurecounts] 	step time for completion (seconds) = 1417


INFO 	2016-06-03 18:04:21 	[pipeline] 	completed successfully
TIME 	2016-06-03 18:04:21 	[pipeline] 	total time for completion (seconds) = 1443

