
INFO 	2016-08-26 10:49:08 	[trim_reads_trimmomatic] 	paths to read1 and read2 saved to metadata database
INFO 	2016-08-26 10:49:08 	[trim_reads_trimmomatic] 	sequencing type = PE
INFO 	2016-08-26 10:49:08 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-08-26 10:49:08 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-08-26 11:13:25 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-08-26 11:13:25 	[trim_reads_trimmomatic] 	reads after trimming = 65360116
INFO 	2016-08-26 11:13:50 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-08-26 11:13:50 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/rnaseq/samples/fd_001_01_01_rnaseq/fastqs_processed/trimmomatic/paired_end
INFO 	2016-08-26 11:13:50 	[trim_reads_trimmomatic] 	unpaired reads are deleted
TIME 	2016-08-26 11:14:13 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 1510

INFO 	2016-08-26 11:14:15 	[align_star] 	align trimmed single-end reads with STAR (version = STAR_2.5.1b_modified)
INFO 	2016-08-26 11:14:15 	[align_star] 	using ENCODE standard options for long RNA-seq pipeline
INFO 	2016-08-26 11:32:40 	[align_star] 	alignments are in /users/GR/mb/jquilez/data/rnaseq/samples/fd_001_01_01_rnaseq/alignments/star/hg38_mmtv/paired_end
INFO 	2016-08-26 11:36:23 	[align_star] 	parse step log to extract generated metadata
INFO 	2016-08-26 11:36:23 	[align_star] 	reads unique (number) = 59090317
INFO 	2016-08-26 11:36:23 	[align_star] 	reads unique (percentage) = 90.41
INFO 	2016-08-26 11:36:23 	[align_star] 	accepted multi-mappings (number) = 4188308
INFO 	2016-08-26 11:36:23 	[align_star] 	accepted multi-mappings (percentage) = 6.41
INFO 	2016-08-26 11:36:23 	[align_star] 	excluded multi-mappings (percentage) = 0.02
INFO 	2016-08-26 11:36:23 	[align_star] 	reads unmapped too short (percentage) = 3.04
INFO 	2016-08-26 11:36:23 	[align_star] 	splices (number) = 22899564
TIME 	2016-08-26 11:37:48 	[align_star] 	step time for completion (seconds) = 1413

INFO 	2016-08-26 11:37:51 	[quality_alignments] 	general QC of the BAM (using qualimap's bamqc)
INFO 	2016-08-26 11:56:24 	[quality_alignments] 	parse step log to extract generated metadata
INFO 	2016-08-26 11:56:25 	[quality_alignments] 	percentage of overlapping read pais = 4.99532181182110492310
INFO 	2016-08-26 11:56:25 	[quality_alignments] 	percentage duplication = 49.57
INFO 	2016-08-26 11:56:25 	[quality_alignments] 	median insert size (bp) = 308
INFO 	2016-08-26 11:56:25 	[quality_alignments] 	mean mapping quality = 16.9282
INFO 	2016-08-26 11:56:25 	[quality_alignments] 	mean coverage (X) = 26.575
INFO 	2016-08-26 11:56:25 	[quality_alignments] 	mean coverage adjusted paired-end = 26.382

INFO 	2016-08-26 11:56:49 	[quality_alignments] 	RNAseq-specific QC of the BAM (using qualimap's rnaseq)
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	parse step log to extract generated metadata
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	total alignments = 143333268
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	percentage secondary alignments = 11.70420393959063292968
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	percentage non-unique alignments = 0
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	percentage aligned to genes = 1.18559635436484989653
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	percentage no feature assigned = .86133388098009458627
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	percentage not aligned = 0
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	percentage exonic = 57.92
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	percentage intronic = 32.46
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	percentage intergenic = 9.62
INFO 	2016-08-26 12:12:12 	[quality_alignments] 	percentage overlapping exon = 3.58
TIME 	2016-08-26 12:12:34 	[quality_alignments] 	step time for completion (seconds) = 2083

INFO 	2016-08-26 12:12:36 	[quantification_featurecounts] 	quantifying read counts per gene using featureCounts
