
INFO 	2016-08-25 14:40:31 	[trim_reads_trimmomatic] 	paths to read1 saved to metadata database
INFO 	2016-08-25 14:40:31 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-08-25 14:40:31 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-08-25 14:40:31 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-08-25 15:15:56 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-08-25 15:15:57 	[trim_reads_trimmomatic] 	reads after trimming = 72004276
INFO 	2016-08-25 15:16:30 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-08-25 15:16:30 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/chipseq/samples/rw_003_01_01_chipseq/fastqs_processed/trimmomatic/single_end
TIME 	2016-08-25 15:16:30 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 2191

INFO 	2016-08-25 15:16:32 	[align_bwa] 	align single-end reads with BWA
INFO 	2016-08-25 15:16:32 	[align_bwa] 	alignments are converted to BAM, sorted by genomic coordinates and multi-mappings filtered out
[main] Version: 0.7.12-r1039
[main] CMD: /software/mb/el6.3/bwa/bwa-0.7.12/bwa mem -t 8 -M -R @RG\tID:'rw_003_01_01_chipseq'\tLB:'rw_003_01_01_chipseq'\tPL:illumina\tPU:'rw_003_01_01_chipseq'\tSM:'rw_003_01_01_chipseq' -v 0 /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv_chr1-22XYMUn.fa /users/GR/mb/jquilez/data/chipseq/samples/rw_003_01_01_chipseq/fastqs_processed/trimmomatic/single_end/rw_003_01_01_chipseq_read1.fastq.gz
[main] Real time: 3567.736 sec; CPU: 27403.690 sec
[bam_sort_core] merging from 39 files...
INFO 	2016-08-25 16:44:33 	[align_bwa] 	reads aligned = 72040705
INFO 	2016-08-25 16:44:33 	[align_bwa] 	reads unique = 64459235
INFO 	2016-08-25 16:44:49 	[align_bwa] 	path to genome sequence FASTA and number of (uniquely) aligned reads added to metadata
TIME 	2016-08-25 16:45:03 	[align_bwa] 	step time for completion (seconds) = 5311

INFO 	2016-08-25 16:45:05 	[quality_alignments] 	general QC of the BAM (using qualimap's bamqc)
INFO 	2016-08-25 16:50:02 	[quality_alignments] 	parse step log to extract generated metadata
INFO 	2016-08-25 16:50:02 	[quality_alignments] 	percentage duplication = 9.73
INFO 	2016-08-25 16:50:02 	[quality_alignments] 	median insert size (bp) = 0
INFO 	2016-08-25 16:50:02 	[quality_alignments] 	mean mapping quality = 45.0198
INFO 	2016-08-25 16:50:02 	[quality_alignments] 	mean coverage (X) = 1.5567
INFO 	2016-08-25 16:50:02 	[quality_alignments] 	mean coverage adjusted paired-end = .
TIME 	2016-08-25 16:50:11 	[quality_alignments] 	step time for completion (seconds) = 306

INFO 	2016-08-25 16:50:12 	[make_tag_directory] 	converting BAM to BED --required for making tag directory
INFO 	2016-08-25 16:53:56 	[make_tag_directory] 	make tag directory with HOMER
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	parse step log to extract generated metadata
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	estimated genome size = 3091009950
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	estimated average read density per bp = 0.020854
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	total tags = 64459235.0
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	total_positions = 58371963
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	avg. tag length = 74.7
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	median tags per position = 1
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	avg. tags per position = 1.104
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	fragment length estimate = 153
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	peak width estimate = 32
INFO 	2016-08-25 17:05:39 	[make_tag_directory] 	autocorrelation: same strand fold enrichment = 1.1
