
INFO 	2016-09-12 17:14:42 	[trim_reads_trimmomatic] 	paths to read1 saved to metadata database
INFO 	2016-09-12 17:14:42 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-09-12 17:14:42 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-09-12 17:14:42 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-09-12 17:14:44 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-09-12 17:14:44 	[trim_reads_trimmomatic] 	reads after trimming = 26850
INFO 	2016-09-12 17:15:03 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-09-12 17:15:03 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/chipseq/samples/rf_035_01_01_chipseq/fastqs_processed/trimmomatic/single_end
TIME 	2016-09-12 17:15:03 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 23

INFO 	2016-09-12 17:15:04 	[align_bwa] 	align single-end reads with BWA
INFO 	2016-09-12 17:15:04 	[align_bwa] 	alignments are converted to BAM, sorted by genomic coordinates and multi-mappings filtered out
[main] Version: 0.7.12-r1039
[main] CMD: /software/mb/el6.3/bwa/bwa-0.7.12/bwa mem -t 8 -M -R @RG\tID:'rf_035_01_01_chipseq'\tLB:'rf_035_01_01_chipseq'\tPL:illumina\tPU:'rf_035_01_01_chipseq'\tSM:'rf_035_01_01_chipseq' -v 0 /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv_chr1-22XYMUn.fa /users/GR/mb/jquilez/data/chipseq/samples/rf_035_01_01_chipseq/fastqs_processed/trimmomatic/single_end/rf_035_01_01_chipseq_read1.fastq.gz
[main] Real time: 3.237 sec; CPU: 11.326 sec
INFO 	2016-09-12 17:15:08 	[align_bwa] 	reads aligned = 26866
INFO 	2016-09-12 17:15:08 	[align_bwa] 	reads unique = 23401
INFO 	2016-09-12 17:15:13 	[align_bwa] 	path to genome sequence FASTA and number of (uniquely) aligned reads added to metadata
TIME 	2016-09-12 17:15:13 	[align_bwa] 	step time for completion (seconds) = 9

INFO 	2016-09-12 17:15:15 	[quality_alignments] 	general QC of the BAM (using qualimap's bamqc)
INFO 	2016-09-12 17:16:01 	[quality_alignments] 	parse step log to extract generated metadata
INFO 	2016-09-12 17:16:01 	[quality_alignments] 	percentage duplication = 11.69
INFO 	2016-09-12 17:16:01 	[quality_alignments] 	median insert size (bp) = 0
INFO 	2016-09-12 17:16:01 	[quality_alignments] 	mean mapping quality = 41.9827
INFO 	2016-09-12 17:16:01 	[quality_alignments] 	mean coverage (X) = 0.0006
INFO 	2016-09-12 17:16:01 	[quality_alignments] 	mean coverage adjusted paired-end = .
TIME 	2016-09-12 17:16:10 	[quality_alignments] 	step time for completion (seconds) = 55

INFO 	2016-09-12 17:16:12 	[make_tag_directory] 	converting BAM to BED --required for making tag directory
INFO 	2016-09-12 17:16:12 	[make_tag_directory] 	make tag directory with HOMER
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	parse step log to extract generated metadata
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	estimated genome size = 3082991511
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	estimated average read density per bp = 0.000008
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	total tags = 23401.0
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	total_positions = 19209
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	avg. tag length = 74.6
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	median tags per position = 1
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	avg. tags per position = 1.218
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	fragment length estimate = 96
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	peak width estimate = 110
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	autocorrelation: same strand fold enrichment = 8.1
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	autocorrelation: diff strand fold enrichment = 7.0
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	autocorrelation: same-to-diff strand fold enrichment = 1.1
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	avg. fragment GC% = 39.06
INFO 	2016-09-12 17:17:29 	[make_tag_directory] 	avg. expected GC% = 40.25
INFO 	2016-09-12 17:17:52 	[make_tag_directory] 	ChIP-seq metrics calculated with Homer added to metadata
TIME 	2016-09-12 17:17:52 	[make_tag_directory] 	step time for completion (seconds) = 100

INFO 	2016-09-12 17:17:54 	[make_profiles] 	generate reads per million profile (RPM) fragment profile
INFO 	2016-09-12 17:28:35 	[make_profiles] 	get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-09-12 17:28:35 	[make_profiles] 	fragment length estimate = 96
INFO 	2016-09-12 17:28:35 	[make_profiles] 	fragment length correction = 96
INFO 	2016-09-12 17:28:35 	[make_profiles] 	the correction will be used if the estimate is not reliable
TIME 	2016-09-12 17:28:36 	[make_profiles] 	step time for completion (seconds) = 642

INFO 	2016-09-12 17:28:38 	[call_peaks] 	Get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-09-12 17:28:38 	[call_peaks] 	Fragment length (l) is 96 bp (note this is not used if peak caller is zerone)
INFO 	2016-09-12 17:28:38 	[call_peaks] 	Peak calling with MACS2
INFO 	2016-09-12 17:28:38 	[call_peaks] 	genome size for homo_sapiens will be used
INFO 	2016-09-12 17:28:38 	[call_peaks] 	q-value cutoff = 0.05 (default is 0.01)
INFO 	2016-09-12 17:28:38 	[call_peaks] 	--nomodel (MACS2 will not try to model peak length but use l = 96 instead
INFO 	2016-09-12 17:28:38 	[call_peaks] 	--call-summits = MACS reanalyzes the shape of signal profile to deconvolve subpeaks within each peak called
INFO 	2016-09-12 17:28:38 	[call_peaks] 	peak calling with the sample alone (i.e. no input)
INFO 	2016-09-12 17:28:39 	[call_peaks] 	peaks = 2
INFO 	2016-09-12 17:28:46 	[call_peaks] 	peak calling without input DNA as control added to metadata
INFO 	2016-09-12 17:28:46 	[clean_up] 	deleting the following intermediate files/directories:
INFO 	2016-09-12 17:28:46 	[clean_up] 	/users/GR/mb/jquilez/data/chipseq/samples/rf_035_01_01_chipseq/fastqs_processed/trimmomatic/*/*
TIME 	2016-09-12 17:28:46 	[clean_up] 	step time for completion (seconds) = 0


