
INFO 	2016-03-11 15:48:39 	[add_to_metadata] 	-t <table>, -s <sample_id>, -u <time_stamp> -a <attribute> and or -v <value> are not provided; exiting...
INFO 	2016-03-11 15:48:39 	[add_to_metadata] 	t=chipseq s=gv_006_01_01_chipseq u=2016-03-11-15-48 a=PATH_JOB_FILE v=
INFO 	2016-03-11 15:49:36 	[trim_reads_trimmomatic] 	paths to read1 saved to metadata database
INFO 	2016-03-11 15:49:36 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-03-11 15:49:36 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-03-11 15:49:36 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-03-11 16:17:51 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-03-11 16:17:51 	[trim_reads_trimmomatic] 	reads after trimming = 81751721
INFO 	2016-03-11 16:18:05 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-03-11 16:18:05 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/chipseq/samples/gv_006_01_01_chipseq/fastqs_processed/trimmomatic/single_end
TIME 	2016-03-11 16:18:05 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 1766

INFO 	2016-03-11 16:18:07 	[align_bwa] 	align single-end reads with BWA
INFO 	2016-03-11 16:18:07 	[align_bwa] 	alignments are converted to BAM, sorted by genomic coordinates and multi-mappings filtered out
[main] Version: 0.7.12-r1039
[main] CMD: /software/mb/el6.3/bwa/bwa-0.7.12/bwa mem -t 8 -M -R @RG\tID:'gv_006_01_01_chipseq'\tLB:'gv_006_01_01_chipseq'\tPL:illumina\tPU:'gv_006_01_01_chipseq'\tSM:'gv_006_01_01_chipseq' -v 0 /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv.fa /users/GR/mb/jquilez/data/chipseq/samples/gv_006_01_01_chipseq/fastqs_processed/trimmomatic/single_end/gv_006_01_01_chipseq_read1.fastq.gz
[main] Real time: 3521.070 sec; CPU: 26745.288 sec
[bam_sort_core] merging from 39 files...
INFO 	2016-03-11 17:42:59 	[align_bwa] 	reads aligned = 81751937
INFO 	2016-03-11 17:42:59 	[align_bwa] 	reads unique = 71194124
INFO 	2016-03-11 17:43:03 	[align_bwa] 	path to genome sequence FASTA and number of (uniquely) aligned reads added to metadata
TIME 	2016-03-11 17:43:19 	[align_bwa] 	step time for completion (seconds) = 5112

INFO 	2016-03-11 17:43:21 	[make_tag_directory] 	converting BAM to BED --required for making tag directory
