
INFO 	2016-03-11 15:48:38 	[add_to_metadata] 	-t <table>, -s <sample_id>, -u <time_stamp> -a <attribute> and or -v <value> are not provided; exiting...
INFO 	2016-03-11 15:48:38 	[add_to_metadata] 	t=chipseq s=gv_004_01_01_chipseq u=2016-03-11-15-48 a=PATH_JOB_FILE v=
INFO 	2016-03-11 15:49:50 	[trim_reads_trimmomatic] 	paths to read1 saved to metadata database
INFO 	2016-03-11 15:49:50 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-03-11 15:49:50 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-03-11 15:49:50 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-03-11 16:30:29 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-03-11 16:30:29 	[trim_reads_trimmomatic] 	reads after trimming = 108424657
INFO 	2016-03-11 16:30:44 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-03-11 16:30:44 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/chipseq/samples/gv_004_01_01_chipseq/fastqs_processed/trimmomatic/single_end
TIME 	2016-03-11 16:30:44 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 2526

INFO 	2016-03-11 16:30:45 	[align_bwa] 	align single-end reads with BWA
INFO 	2016-03-11 16:30:45 	[align_bwa] 	alignments are converted to BAM, sorted by genomic coordinates and multi-mappings filtered out
[main] Version: 0.7.12-r1039
