
INFO 	2016-03-11 10:17:28 	[add_to_metadata] 	-t <table>, -s <sample_id>, -u <time_stamp> -a <attribute> and or -v <value> are not provided; exiting...
INFO 	2016-03-11 10:17:28 	[add_to_metadata] 	t=chipseq s=gv_005_01_01_chipseq u=2016-03-11-10-17 a=PATH_JOB_FILE v=
INFO 	2016-03-11 10:18:11 	[trim_reads_trimmomatic] 	paths to read1 saved to metadata database
INFO 	2016-03-11 10:18:11 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-03-11 10:18:11 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-03-11 10:18:11 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-03-11 10:44:40 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-03-11 10:44:40 	[trim_reads_trimmomatic] 	reads after trimming = 68813392
INFO 	2016-03-11 10:44:58 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-03-11 10:44:58 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/chipseq/samples/gv_005_01_01_chipseq/fastqs_processed/trimmomatic/single_end
TIME 	2016-03-11 10:44:58 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 1650

INFO 	2016-03-11 10:44:59 	[align_bwa] 	align single-end reads with BWA
INFO 	2016-03-11 10:44:59 	[align_bwa] 	alignments are converted to BAM, sorted by genomic coordinates and multi-mappings filtered out
[main] Version: 0.7.12-r1039
[main] CMD: /software/mb/el6.3/bwa/bwa-0.7.12/bwa mem -t 8 -M -R @RG\tID:'gv_005_01_01_chipseq'\tLB:'gv_005_01_01_chipseq'\tPL:illumina\tPU:'gv_005_01_01_chipseq'\tSM:'gv_005_01_01_chipseq' -v 0 /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv.fa /users/GR/mb/jquilez/data/chipseq/samples/gv_005_01_01_chipseq/fastqs_processed/trimmomatic/single_end/gv_005_01_01_chipseq_read1.fastq.gz
[main] Real time: 2625.566 sec; CPU: 19666.298 sec
[bam_sort_core] merging from 32 files...
INFO 	2016-03-11 11:51:38 	[align_bwa] 	reads aligned = 68813536
