
INFO 	2016-03-11 15:48:51 	[add_to_metadata] 	-t <table>, -s <sample_id>, -u <time_stamp> -a <attribute> and or -v <value> are not provided; exiting...
INFO 	2016-03-11 15:48:51 	[add_to_metadata] 	t=chipseq s=gv_007_01_01_chipseq u=2016-03-11-15-48 a=PATH_JOB_FILE v=
INFO 	2016-03-11 15:49:36 	[trim_reads_trimmomatic] 	paths to read1 saved to metadata database
INFO 	2016-03-11 15:49:36 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-03-11 15:49:36 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-03-11 15:49:36 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-03-11 16:17:15 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-03-11 16:17:15 	[trim_reads_trimmomatic] 	reads after trimming = 74067390
INFO 	2016-03-11 16:17:44 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-03-11 16:17:44 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/chipseq/samples/gv_007_01_01_chipseq/fastqs_processed/trimmomatic/single_end
TIME 	2016-03-11 16:17:44 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 1733

INFO 	2016-03-11 16:17:45 	[align_bwa] 	align single-end reads with BWA
INFO 	2016-03-11 16:17:45 	[align_bwa] 	alignments are converted to BAM, sorted by genomic coordinates and multi-mappings filtered out
[main] Version: 0.7.12-r1039
[main] CMD: /software/mb/el6.3/bwa/bwa-0.7.12/bwa mem -t 8 -M -R @RG\tID:'gv_007_01_01_chipseq'\tLB:'gv_007_01_01_chipseq'\tPL:illumina\tPU:'gv_007_01_01_chipseq'\tSM:'gv_007_01_01_chipseq' -v 0 /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv.fa /users/GR/mb/jquilez/data/chipseq/samples/gv_007_01_01_chipseq/fastqs_processed/trimmomatic/single_end/gv_007_01_01_chipseq_read1.fastq.gz
[main] Real time: 3214.397 sec; CPU: 24466.593 sec
[bam_sort_core] merging from 35 files...
INFO 	2016-03-11 17:34:09 	[align_bwa] 	reads aligned = 74067572
INFO 	2016-03-11 17:34:09 	[align_bwa] 	reads unique = 64173674
INFO 	2016-03-11 17:34:16 	[align_bwa] 	path to genome sequence FASTA and number of (uniquely) aligned reads added to metadata
TIME 	2016-03-11 17:34:32 	[align_bwa] 	step time for completion (seconds) = 4607

INFO 	2016-03-11 17:34:33 	[make_tag_directory] 	converting BAM to BED --required for making tag directory
INFO 	2016-03-11 17:37:14 	[make_tag_directory] 	make tag directory with HOMER
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	parse step log to extract generated metadata
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	estimated genome size = 3030060473
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	estimated average read density per bp = 0.021179
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	total tags = 64173674.0
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	total_positions = 60292975
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	avg. tag length = 48.9
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	median tags per position = 1
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	avg. tags per position = 1.064
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	fragment length estimate = 210
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	peak width estimate = 57
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	autocorrelation: same strand fold enrichment = 1.1
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	autocorrelation: diff strand fold enrichment = 1.1
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	autocorrelation: same-to-diff strand fold enrichment = 1.0
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	avg. fragment GC% = 39.31
INFO 	2016-03-11 17:50:49 	[make_tag_directory] 	avg. expected GC% = 40.59
INFO 	2016-03-11 17:51:07 	[make_tag_directory] 	ChIP-seq metrics calculated with Homer added to metadata
TIME 	2016-03-11 17:51:07 	[make_tag_directory] 	step time for completion (seconds) = 994

INFO 	2016-03-11 17:51:09 	[make_bigbed] 	make BigBed file
TIME 	2016-03-11 17:53:41 	[make_bigbed] 	step time for completion (seconds) = 152

