
INFO 	2016-04-06 12:35:02 	[trim_reads_trimmomatic] 	paths to read1 saved to metadata database
INFO 	2016-04-06 12:35:02 	[trim_reads_trimmomatic] 	sequencing type = SE
INFO 	2016-04-06 12:35:02 	[trim_reads_trimmomatic] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-04-06 12:35:02 	[trim_reads_trimmomatic] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-04-06 13:33:09 	[trim_reads_trimmomatic] 	parse step log to extract generated metadata
INFO 	2016-04-06 13:33:09 	[trim_reads_trimmomatic] 	reads after trimming = 189604607
INFO 	2016-04-06 13:33:25 	[trim_reads_trimmomatic] 	trimmomatic parameters and numbe of trimmed reads added to metadata
INFO 	2016-04-06 13:33:25 	[trim_reads_trimmomatic] 	trimmed reads are in /users/GR/mb/jquilez/data/chipseq/samples/gv_034_01_01_chipseq/fastqs_processed/trimmomatic/single_end
TIME 	2016-04-06 13:33:25 	[trim_reads_trimmomatic] 	step time for completion (seconds) = 3583

INFO 	2016-04-06 13:33:26 	[align_bwa] 	align single-end reads with BWA
INFO 	2016-04-06 13:33:26 	[align_bwa] 	alignments are converted to BAM, sorted by genomic coordinates and multi-mappings filtered out
[main] Version: 0.7.12-r1039
[main] CMD: /software/mb/el6.3/bwa/bwa-0.7.12/bwa mem -t 8 -M -R @RG\tID:'gv_034_01_01_chipseq'\tLB:'gv_034_01_01_chipseq'\tPL:illumina\tPU:'gv_034_01_01_chipseq'\tSM:'gv_034_01_01_chipseq' -v 0 /users/GR/mb/jquilez/assemblies/homo_sapiens/hg38_mmtv/ucsc/hg38_mmtv.fa /users/GR/mb/jquilez/data/chipseq/samples/gv_034_01_01_chipseq/fastqs_processed/trimmomatic/single_end/gv_034_01_01_chipseq_read1.fastq.gz
[main] Real time: 8586.003 sec; CPU: 65971.919 sec
[bam_sort_core] merging from 106 files...
INFO 	2016-04-06 16:53:11 	[align_bwa] 	reads aligned = 189605206
INFO 	2016-04-06 16:53:11 	[align_bwa] 	reads unique = 161394926
INFO 	2016-04-06 16:53:18 	[align_bwa] 	path to genome sequence FASTA and number of (uniquely) aligned reads added to metadata
TIME 	2016-04-06 16:53:52 	[align_bwa] 	step time for completion (seconds) = 12026

INFO 	2016-04-06 16:53:54 	[make_tag_directory] 	converting BAM to BED --required for making tag directory
INFO 	2016-04-06 17:02:06 	[make_tag_directory] 	make tag directory with HOMER
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	parse step log to extract generated metadata
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	estimated genome size = 3030077924
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	estimated average read density per bp = 0.053264
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	total tags = 161394926.0
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	total_positions = 152430443
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	avg. tag length = 49.0
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	median tags per position = 1
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	avg. tags per position = 1.059
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	fragment length estimate = 141
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	peak width estimate = 192
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	autocorrelation: same strand fold enrichment = 1.1
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	autocorrelation: diff strand fold enrichment = 1.1
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	autocorrelation: same-to-diff strand fold enrichment = 1.0
INFO 	2016-04-06 17:29:24 	[make_tag_directory] 	avg. fragment GC% = 43.75
INFO 	2016-04-06 17:29:25 	[make_tag_directory] 	avg. expected GC% = 40.46
INFO 	2016-04-06 17:29:46 	[make_tag_directory] 	ChIP-seq metrics calculated with Homer added to metadata
TIME 	2016-04-06 17:29:46 	[make_tag_directory] 	step time for completion (seconds) = 2152

INFO 	2016-04-06 17:29:50 	[make_bigbed] 	make BigBed file
TIME 	2016-04-06 17:36:52 	[make_bigbed] 	step time for completion (seconds) = 422

INFO 	2016-04-06 17:36:54 	[calculate_rpms] 	generate reads pe million profile (RPM) fragment profile
INFO 	2016-04-06 17:36:54 	[calculate_rpms] 	get fragment length estimate (l) as calculated in the 'make_tag_directory' step
INFO 	2016-04-06 17:36:54 	[calculate_rpms] 	fragment length estimate = 141
INFO 	2016-04-06 17:36:54 	[calculate_rpms] 	fragment length correction = 141
INFO 	2016-04-06 17:36:54 	[calculate_rpms] 	the correction will be used if the estimate is not reliable
