
INFO 	2016-01-11 11:02:39 	[trim_reads] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-01-11 11:02:39 	[trim_reads] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-01-11 11:26:25 	[trim_reads] 	unpaired reads are deleted
TIME 	2016-01-11 11:26:25 	[trim_reads] 	step time for completion (seconds) = 1426

INFO 	2016-01-11 11:26:25 	[map_star] 	mapping trimmed paired-end reads with STAR
INFO 	2016-01-11 11:26:25 	[map_star] 	using ENCODE standard options for long RNA-seq pipeline
INFO 	2016-01-11 11:43:05 	[map_star] 	alignments are in /users/GR/mb/jquilez/data/rnaseq/samples/siCBX3_T0_1/alignments/star
TIME 	2016-01-11 11:43:05 	[map_star] 	step time for completion (seconds) = 1000

INFO 	2016-01-11 11:43:05 	[make_profiles] 	make read profiles from STAR alignments
INFO 	2016-01-11 11:43:05 	[make_profiles] 	Filtering valid pairs (for paired-end data only) and convert BAM to BED
INFO 	2016-01-11 11:59:20 	[make_profiles] 	converting BED to bigWig (more suitable for UCSC Genome Browser uploads)
INFO 	2016-01-11 12:08:43 	[make_profiles] 	delete intermediate BED
TIME 	2016-01-11 12:08:44 	[make_profiles] 	step time for completion (seconds) = 1539

INFO 	2016-01-11 12:08:44 	[quantification_htseq] 	quantifying abundances of transcripts using HTSeq
INFO 	2016-01-11 12:08:44 	[quantification_htseq] 	using Ensemble genes as transcriptome reference
INFO 	2016-01-11 14:38:23 	[quantification_htseq] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/siCBX3_T0_1/quantifications/htseq
TIME 	2016-01-11 14:38:23 	[quantification_htseq] 	step time for completion (seconds) = 8979

INFO 	2016-01-11 14:38:23 	[quantification_kallisto] 	performing pseudoalignment and quantifying abundances of transcripts using kallisto
INFO 	2016-01-11 14:38:23 	[quantification_kallisto] 	using Ensemble genes as transcriptome reference
INFO 	2016-01-11 15:15:01 	[quantification_kallisto] 	converting form HDF5 to text
INFO 	2016-01-11 15:16:11 	[quantification_kallisto] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/siCBX3_T0_1/quantifications/kallisto
TIME 	2016-01-11 15:16:11 	[quantification_kallisto] 	step time for completion (seconds) = 2268

INFO 	2016-01-11 15:16:11 	[quantification_featurecounts] 	quantifying abundances of transcripts using featureCounts
INFO 	2016-01-11 15:16:11 	[quantification_featurecounts] 	using Ensemble genes as transcriptome reference
INFO 	2016-01-11 15:39:58 	[quantification_featurecounts] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/siCBX3_T0_1/quantifications/featurecounts
TIME 	2016-01-11 15:39:58 	[quantification_featurecounts] 	step time for completion (seconds) = 1427


