
INFO 	2016-01-11 13:05:33 	[trim_reads] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-01-11 13:05:33 	[trim_reads] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-01-11 13:26:09 	[trim_reads] 	unpaired reads are deleted
TIME 	2016-01-11 13:26:09 	[trim_reads] 	step time for completion (seconds) = 1237

INFO 	2016-01-11 13:26:09 	[map_star] 	mapping trimmed paired-end reads with STAR
INFO 	2016-01-11 13:26:09 	[map_star] 	using ENCODE standard options for long RNA-seq pipeline
INFO 	2016-01-11 13:39:02 	[map_star] 	alignments are in /users/GR/mb/jquilez/data/rnaseq/samples/siFOXA1_T6_2/alignments/star
TIME 	2016-01-11 13:39:02 	[map_star] 	step time for completion (seconds) = 773

INFO 	2016-01-11 13:39:02 	[make_profiles] 	make read profiles from STAR alignments
INFO 	2016-01-11 13:39:02 	[make_profiles] 	Filtering valid pairs (for paired-end data only) and convert BAM to BED
INFO 	2016-01-11 13:53:47 	[make_profiles] 	converting BED to bigWig (more suitable for UCSC Genome Browser uploads)
INFO 	2016-01-11 14:01:41 	[make_profiles] 	delete intermediate BED
TIME 	2016-01-11 14:01:42 	[make_profiles] 	step time for completion (seconds) = 1360

INFO 	2016-01-11 14:01:42 	[quantification_htseq] 	quantifying abundances of transcripts using HTSeq
INFO 	2016-01-11 14:01:42 	[quantification_htseq] 	using Ensemble genes as transcriptome reference
INFO 	2016-01-11 16:03:19 	[quantification_htseq] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/siFOXA1_T6_2/quantifications/htseq
TIME 	2016-01-11 16:03:19 	[quantification_htseq] 	step time for completion (seconds) = 7297

INFO 	2016-01-11 16:03:19 	[quantification_kallisto] 	performing pseudoalignment and quantifying abundances of transcripts using kallisto
INFO 	2016-01-11 16:03:19 	[quantification_kallisto] 	using Ensemble genes as transcriptome reference
INFO 	2016-01-11 16:34:43 	[quantification_kallisto] 	converting form HDF5 to text
INFO 	2016-01-11 16:35:50 	[quantification_kallisto] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/siFOXA1_T6_2/quantifications/kallisto
TIME 	2016-01-11 16:35:50 	[quantification_kallisto] 	step time for completion (seconds) = 1951

INFO 	2016-01-11 16:35:50 	[quantification_featurecounts] 	quantifying abundances of transcripts using featureCounts
INFO 	2016-01-11 16:35:50 	[quantification_featurecounts] 	using Ensemble genes as transcriptome reference
INFO 	2016-01-11 16:56:01 	[quantification_featurecounts] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/siFOXA1_T6_2/quantifications/featurecounts
TIME 	2016-01-11 16:56:01 	[quantification_featurecounts] 	step time for completion (seconds) = 1211


