
INFO 	2016-02-08 14:48:42 	[trim_reads] 	trimming adapter sequences for HiSeq, NextSeq or HiSeq
INFO 	2016-02-08 14:48:42 	[trim_reads] 	trimming low-quality reads ends using trimmomatic's recommended practices
INFO 	2016-02-08 15:15:57 	[trim_reads] 	unpaired reads are deleted
TIME 	2016-02-08 15:15:57 	[trim_reads] 	step time for completion (seconds) = 1636

INFO 	2016-02-08 15:15:57 	[map_star] 	mapping trimmed paired-end reads with STAR
INFO 	2016-02-08 15:15:57 	[map_star] 	using ENCODE standard options for long RNA-seq pipeline
INFO 	2016-02-08 15:29:45 	[map_star] 	alignments are in /users/GR/mb/jquilez/data/rnaseq/samples/T0_CTRL_2/alignments/star
TIME 	2016-02-08 15:29:45 	[map_star] 	step time for completion (seconds) = 828

INFO 	2016-02-08 15:29:45 	[make_profiles] 	make read profiles from STAR alignments
INFO 	2016-02-08 15:29:45 	[make_profiles] 	Filtering valid pairs (for paired-end data only) and convert BAM to BED
INFO 	2016-02-08 15:49:18 	[make_profiles] 	converting BED to bigWig (more suitable for UCSC Genome Browser uploads)
INFO 	2016-02-08 15:58:21 	[make_profiles] 	delete intermediate BED
TIME 	2016-02-08 15:58:22 	[make_profiles] 	step time for completion (seconds) = 1717

INFO 	2016-02-08 15:58:22 	[quantification_htseq] 	quantifying abundances of transcripts using HTSeq
INFO 	2016-02-08 15:58:22 	[quantification_htseq] 	using Ensemble genes as transcriptome reference
INFO 	2016-02-08 18:13:35 	[quantification_htseq] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/T0_CTRL_2/quantifications/htseq
TIME 	2016-02-08 18:13:35 	[quantification_htseq] 	step time for completion (seconds) = 8113

INFO 	2016-02-08 18:13:35 	[quantification_kallisto] 	performing pseudoalignment and quantifying abundances of transcripts using kallisto
INFO 	2016-02-08 18:13:35 	[quantification_kallisto] 	using Ensemble genes as transcriptome reference
INFO 	2016-02-08 18:30:52 	[quantification_kallisto] 	converting form HDF5 to text
INFO 	2016-02-08 18:31:33 	[quantification_kallisto] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/T0_CTRL_2/quantifications/kallisto
TIME 	2016-02-08 18:31:33 	[quantification_kallisto] 	step time for completion (seconds) = 1078

INFO 	2016-02-08 18:31:33 	[quantification_featurecounts] 	quantifying abundances of transcripts using featureCounts
INFO 	2016-02-08 18:31:33 	[quantification_featurecounts] 	using Ensemble genes as transcriptome reference
INFO 	2016-02-08 18:52:49 	[quantification_featurecounts] 	quantifications are in /users/GR/mb/jquilez/data/rnaseq/samples/T0_CTRL_2/quantifications/featurecounts
TIME 	2016-02-08 18:52:49 	[quantification_featurecounts] 	step time for completion (seconds) = 1276


